,Ca_L,Ca_R,G1_L,G1_R,LW,No_L,No_R,PS_M,Us_L,Us_R
89,0.032876546734009686,0.011289404625904265,0.01862222002285042,0.026242374849022487,0.026660965328122673,0.018773639795399817,0.007530113903337281,0.01999366649155178,0.009898293305809089,0.010119607334733213
90,0.032876546734009686,0.011289404625904265,0.01862222002285042,0.026242374849022487,0.026660965328122673,0.018773639795399817,0.007530113903337281,0.01999366649155178,0.009898293305809089,0.010119607334733213
91,0.032876546734009686,0.011289404625904265,0.01862222002285042,0.026242374849022487,0.03552461529482852,0.018773639795399817,0.007530113903337281,0.010694286728039324,0.009898293305809089,0.010119607334733213
92,0.042626761997512384,0.02060457506015093,0.029452653805426495,0.03346802236449997,0.03640382618878271,0.02435349924476625,0.007530113903337281,0.009963621175191917,0.019926496928803758,0.02285251986030412
93,0.042626761997512384,0.02060457506015093,0.029452653805426495,0.03346802236449997,0.03640382618878271,0.02517342631831301,0.007530113903337281,0.009963621175191917,0.019926496928803758,0.02285251986030412
94,0.03359263153513713,0.02060457506015093,0.029452653805426495,0.03346802236449997,0.030772477446776466,0.02517342631831301,0.007530113903337281,0.009963621175191917,0.019926496928803758,0.02285251986030412
95,0.009750215263502707,0.009315170434246662,0.010830433782576074,0.007225647515477488,0.03888595747497173,0.010700464599892094,0.0,0.020356275207607563,0.010028203622994666,0.012732912525570909
96,0.009750215263502707,0.009315170434246662,0.010830433782576074,0.007225647515477488,0.03908516225622987,0.010700464599892094,0.0,0.020356275207607563,0.010028203622994666,0.012732912525570909
97,0.009750215263502707,0.009315170434246662,0.010830433782576074,0.007225647515477488,0.03908516225622987,0.010700464599892094,0.0,0.020356275207607563,0.010028203622994666,0.012732912525570909
98,0.009750215263502707,0.009315170434246662,0.013977002907451672,0.007225647515477488,0.03621217791810055,0.010700464599892094,0.0,0.020356275207607563,0.010028203622994666,0.012732912525570909
99,0.009750215263502707,0.009315170434246662,0.017123572032327273,0.007225647515477488,0.043316869485700425,0.010700464599892094,0.0,0.010392654032415646,0.010028203622994666,0.012732912525570909
100,0.009750215263502707,0.009315170434246662,0.017123572032327273,0.007225647515477488,0.043316869485700425,0.010700464599892094,0.0,0.010392654032415646,0.010028203622994666,0.012732912525570909
101,0.009750215263502707,0.009315170434246662,0.017123572032327273,0.007225647515477488,0.03445321951899459,0.010700464599892094,0.0,0.010392654032415646,0.010028203622994666,0.012732912525570909
102,0.0,0.0,0.006293138249751196,0.0,0.03605945471627022,0.0008199270735467614,0.0,0.010392654032415646,0.0,0.0
103,0.0,0.0,0.006293138249751196,0.0,0.03605945471627022,0.0,0.0,0.010392654032415646,0.0,0.0
104,0.0,0.0,0.006293138249751196,0.0,0.04244909393455205,0.0,0.0,0.010392654032415646,0.0,0.0
105,0.0,0.0,0.006293138249751196,0.0,0.02734056744413291,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.006293138249751196,0.0,0.0246520929898561,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.006293138249751196,0.0,0.0246520929898561,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,0.003146569124875598,0.0,0.0246520929898561,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.015041536618084104,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.018124762272370327,0.0,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0,0.018124762272370327,0.0,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0,0.016626468915813174,0.0,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.024075420895904188,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,0.020649649436573013,0.0,0.0,0.010392654032415646,0.0,0.0
115,0.0,0.0,0.0,0.0,0.01756642378228679,0.0,0.0,0.010392654032415646,0.0,0.0
116,0.0,0.0,0.0,0.0,0.023541787003623187,0.0,0.0,0.010392654032415646,0.0,0.0
117,0.0,0.005301080775317125,0.0,0.005081130860027821,0.03145037224177678,0.0,0.0,0.02042269934877551,0.0,0.0
118,0.0,0.005301080775317125,0.0,0.005081130860027821,0.031500157635237155,0.0,0.0,0.02042269934877551,0.0,0.0
119,0.0,0.005301080775317125,0.0,0.005081130860027821,0.031500157635237155,0.0,0.0,0.02042269934877551,0.0,0.0
120,0.0,0.005301080775317125,0.0,0.005081130860027821,0.03390642366246672,0.0,0.0,0.02042269934877551,0.0,0.0
121,0.0,0.005301080775317125,0.0,0.005081130860027821,0.03761124555531377,0.0,0.0,0.03067770233440419,0.0,0.0
122,0.0,0.005301080775317125,0.0,0.005081130860027821,0.03354086716635486,0.0,0.0,0.03067770233440419,0.0040523290324581416,0.0
123,0.0,0.005301080775317125,0.0,0.005081130860027821,0.02896489952439316,0.0,0.0,0.051394184875842,0.0040523290324581416,0.0
124,0.0,0.005301080775317125,0.0,0.005081130860027821,0.029307445329438114,0.0,0.0,0.04100153084342635,0.0040523290324581416,0.0
125,0.0,0.005301080775317125,0.0,0.005081130860027821,0.029307445329438114,0.0,0.0,0.04100153084342635,0.0040523290324581416,0.0
126,0.0,0.005301080775317125,0.0,0.005081130860027821,0.02333208210810172,0.0,0.0,0.04100153084342635,0.0040523290324581416,0.0
127,0.0,0.0,0.0,0.0,0.01542349686994812,0.0,0.0,0.03097148552706649,0.0040523290324581416,0.0
128,0.0,0.0,0.0,0.0,0.021018123503809192,0.0,0.0,0.03097148552706649,0.0040523290324581416,0.0
129,0.0,0.0,0.0,0.0,0.023910261070859366,0.0,0.0,0.03097148552706649,0.0040523290324581416,0.0
130,0.0,0.0,0.0032544907074494645,0.0,0.01842076938934358,0.0,0.0,0.03097148552706649,0.0040523290324581416,0.0
131,0.0,0.0,0.0032544907074494645,0.0,0.014715947496496533,0.0,0.0,0.03064564224942956,0.0040523290324581416,0.0
132,0.061853122827951613,0.09139748517138503,0.0032544907074494645,0.0,0.09999685902528763,0.0,0.07520345969226,0.03064564224942956,0.057106575414796384,0.0
133,0.0706953102079144,0.09139748517138503,0.0032544907074494645,0.0,0.09928124173710784,0.0,0.08303704401329011,0.009929159707991752,0.057106575414796384,0.0
134,0.0706953102079144,0.09139748517138503,0.0032544907074494645,0.0,0.09597482817311223,0.0,0.08303704401329011,0.030315425236522336,0.057106575414796384,0.0
135,0.0706953102079144,0.09139748517138503,0.0032544907074494645,0.0,0.09597482817311223,0.0,0.08303704401329011,0.0406392537455445,0.057106575414796384,0.0
136,0.0706953102079144,0.09139748517138503,0.0032544907074494645,0.0,0.09895845505045589,0.0,0.08303704401329011,0.0406392537455445,0.057106575414796384,0.0
137,0.0706953102079144,0.09139748517138503,0.0032544907074494645,0.0,0.09975412149724183,0.0,0.08303704401329011,0.0406392537455445,0.057106575414796384,0.0
138,0.0706953102079144,0.09139748517138503,0.0032544907074494645,0.0,0.09704372949244355,0.0,0.08303704401329011,0.0406392537455445,0.057106575414796384,0.0
139,0.0706953102079144,0.09139748517138503,0.0032544907074494645,0.0,0.09415159192539338,0.0,0.08303704401329011,0.050669299061904365,0.057106575414796384,0.0
140,0.0706953102079144,0.09139748517138503,0.0,0.0,0.09723481757967961,0.0,0.08303704401329011,0.050669299061904365,0.057106575414796384,0.0
141,0.0706953102079144,0.09139748517138503,0.0,0.0,0.09723481757967961,0.0,0.08303704401329011,0.05080257637342103,0.057106575414796384,0.0
142,0.00884218737996279,0.0,0.0,0.0,0.01482689038901781,0.0,0.007833584321030112,0.05080257637342103,0.0,0.0
143,0.0,0.0,0.0,0.0,0.0126695233390683,0.0,0.0,0.05080257637342103,0.0,0.0
144,0.0017000000000000001,0.0,0.0,0.0,0.0126695233390683,0.0,0.0,0.030416310844890448,0.0,0.0
145,0.0017000000000000001,0.0,0.0,0.0,0.0126695233390683,0.0,0.0,0.020092482335868286,0.0,0.0
146,0.0017000000000000001,0.0,0.0,0.0,0.00968589646172464,0.0,0.0,0.020092482335868286,0.0,0.0
147,0.0017000000000000001,0.0,0.0,0.0,0.008890230014938697,0.0,0.0,0.020092482335868286,0.0,0.0
148,0.0017000000000000001,0.0,0.0,0.0,0.005956209992415533,0.0,0.0,0.020092482335868286,0.0,0.0
149,0.0017000000000000001,0.0,0.0,0.0,0.005956209992415533,0.0,0.0,0.010062437019508421,0.0,0.0
150,0.0017000000000000001,0.0,0.0,0.0,0.0028729843381293104,0.0,0.0,0.010062437019508421,0.0,0.0
151,0.0017000000000000001,0.0,0.0,0.0,0.0028729843381293104,0.0,0.0,0.0,0.0,0.0
152,0.0017000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053378148578812545
153,0.0017000000000000001,0.0,0.0,0.0,0.003165784693078131,0.0,0.0,0.004531428591566706,0.0,0.0053378148578812545
154,0.0,0.0,0.0,0.0,0.008957202215328568,0.0,0.0,0.03008849521420876,0.0,0.0053378148578812545
155,0.0,0.0,0.0,0.0,0.01204042786961479,0.0,0.0,0.04015093223371718,0.0,0.0053378148578812545
156,0.0,0.0,0.0,0.0,0.01204042786961479,0.0,0.0,0.04752941706933446,0.0,0.0053378148578812545
157,0.0,0.0,0.0,0.0,0.01204042786961479,0.0,0.0,0.06060602328564125,0.0,0.0053378148578812545
158,0.01515472667881466,0.027479752781027655,0.0,0.0010862084500390995,0.023348226952501556,0.0,0.0,0.09706002438750516,0.008192752174317546,0.01857114752637853
159,0.032941256357847705,0.043626353419074816,0.008962348051558554,0.007225647515477488,0.045108366775669526,0.0,0.0,0.14683344835677792,0.016914069005042675,0.02924677724214104
160,0.032941256357847705,0.043626353419074816,0.008962348051558554,0.007225647515477488,0.04743994274604403,0.0,0.0,0.14683344835677792,0.016914069005042675,0.02924677724214104
161,0.032941256357847705,0.043626353419074816,0.008962348051558554,0.007225647515477488,0.04807223453462017,0.0,0.0,0.14683344835677792,0.016914069005042675,0.02924677724214104
162,0.032941256357847705,0.043626353419074816,0.008962348051558554,0.007225647515477488,0.04807223453462017,0.0,0.0,0.1545427286553571,0.016914069005042675,0.023908962384259783
163,0.032941256357847705,0.043626353419074816,0.008962348051558554,0.007225647515477488,0.050395941523057826,0.0,0.0,0.15766952552595515,0.016914069005042675,0.023908962384259783
164,0.032941256357847705,0.043626353419074816,0.008962348051558554,0.007225647515477488,0.044604524000807395,0.0,0.0,0.13211245890331308,0.016914069005042675,0.023908962384259783
165,0.032941256357847705,0.043626353419074816,0.008962348051558554,0.007225647515477488,0.04152129834652117,0.0,0.0,0.12205002188380468,0.016914069005042675,0.023908962384259783
166,0.032941256357847705,0.043626353419074816,0.008962348051558554,0.007225647515477488,0.04450492522386483,0.0,0.0,0.1146715370481874,0.016914069005042675,0.023908962384259783
167,0.032941256357847705,0.043626353419074816,0.008962348051558554,0.007225647515477488,0.050887439015905575,0.0,0.0,0.1015949308318806,0.016914069005042675,0.023908962384259783
168,0.017786529679033044,0.016146600638047168,0.008962348051558554,0.006139439065438388,0.03993530406409289,0.0,0.0,0.0651409297300167,0.00872131683072513,0.010675629715762509
169,0.0,0.0,0.0,0.0,0.018175164240924923,0.0,0.0,0.02542994278025237,0.0,0.0
170,0.0,0.0,0.0,0.0,0.01584358827055041,0.0,0.0,0.02542994278025237,0.0,0.0
171,0.0,0.0,0.0,0.0,0.015211296481974269,0.0,0.0,0.02542994278025237,0.0,0.0
172,0.0,0.0,0.0,0.0,0.020700788163490053,0.0,0.0,0.01772066248167318,0.0,0.0
173,0.0,0.0,0.0,0.0,0.027848433504660656,0.0,0.0,0.020092482335868286,0.0,0.0
174,0.0,0.0,0.0,0.0,0.035525041748197754,0.0,0.0,0.020092482335868286,0.0,0.0
175,0.0,0.0,0.0,0.0,0.03652074961740522,0.0,0.0,0.020092482335868286,0.0,0.0
176,0.0,0.0,0.0,0.0,0.03353712274006156,0.0,0.0,0.020092482335868286,0.0,0.0
177,0.0,0.0,0.0,0.0,0.030118476706971473,0.0,0.0,0.020092482335868286,0.0,0.0
178,0.0,0.0,0.0,0.0,0.029762812575897392,0.0,0.0,0.020092482335868286,0.0,0.0
179,0.0,0.0,0.0,0.0,0.029762812575897392,0.0,0.0,0.011429457087284874,0.0,0.0
180,0.0,0.0,0.0,0.0,0.03226867738006951,0.0,0.0,0.020092482335868286,0.0,0.0
181,0.0,0.0,0.0,0.0,0.03226867738006951,0.0,0.0,0.020092482335868286,0.0,0.0
182,0.0,0.0,0.0,0.0,0.02928505050272586,0.0,0.0,0.020092482335868286,0.0,0.0
183,0.0,0.0,0.0,0.0,0.022824567832515744,0.0,0.0,0.010062437019508421,0.0,0.0
184,0.0,0.0,0.0,0.0,0.018231185243264864,0.0,0.0,0.010062437019508421,0.0,0.0
185,0.0,0.0,0.0,0.0,0.020640602975023372,0.0,0.0,0.01999159672750017,0.0,0.0
186,0.0,0.0,0.0,0.0,0.020640602975023372,0.0,0.0,0.020124874039016843,0.0,0.0
187,0.0,0.0,0.0,0.0,0.017676735216072718,0.0,0.0,0.020124874039016843,0.0,0.0
188,0.0,0.0,0.0,0.0,0.017676735216072718,0.0,0.0,0.020124874039016843,0.0,0.0
189,0.0,0.0,0.0,0.0,0.017676735216072718,0.0,0.0,0.018725462268091828,0.0,0.0
190,0.0,0.0,0.0,0.0,0.015170870411900593,0.0,0.0,0.010062437019508421,0.0,0.0
191,0.0,0.0,0.0,0.0,0.015170870411900593,0.0,0.0,0.010062437019508421,0.0,0.0
192,0.0,0.0,0.0,0.0,0.016070131208694438,0.0,0.0,0.010062437019508421,0.0,0.0
193,0.0,0.0,0.0,0.0,0.012399341660390292,0.0,0.0,0.010062437019508421,0.0,0.0
194,0.04694276748225482,0.023795962591423542,0.12034837726810987,0.036484189535056645,0.011805385679122735,0.017055137103032247,0.0663803699833103,0.030120672402766925,0.036140177377295565,0.0
195,0.04694276748225482,0.023795962591423542,0.12034837726810987,0.036484189535056645,0.013362204293040636,0.017055137103032247,0.0663803699833103,0.05021315473863521,0.036140177377295565,0.0
196,0.04694276748225482,0.023795962591423542,0.12034837726810987,0.036484189535056645,0.016345831170384295,0.017055137103032247,0.0663803699833103,0.050079877427118544,0.036140177377295565,0.0
197,0.04694276748225482,0.023795962591423542,0.12034837726810987,0.036484189535056645,0.016345831170384295,0.017055137103032247,0.0663803699833103,0.050079877427118544,0.036140177377295565,0.0
198,0.04694276748225482,0.023795962591423542,0.12034837726810987,0.036484189535056645,0.020100382216155465,0.017055137103032247,0.0663803699833103,0.050079877427118544,0.036140177377295565,0.0
199,0.04694276748225482,0.023795962591423542,0.12034837726810987,0.036484189535056645,0.020100382216155465,0.017055137103032247,0.0663803699833103,0.050079877427118544,0.036140177377295565,0.0
200,0.04694276748225482,0.023795962591423542,0.12034837726810987,0.036484189535056645,0.020100382216155465,0.017055137103032247,0.0663803699833103,0.050079877427118544,0.036140177377295565,0.0
201,0.04694276748225482,0.023795962591423542,0.12034837726810987,0.036484189535056645,0.023084009093499124,0.017055137103032247,0.0663803699833103,0.050079877427118544,0.036140177377295565,0.0
202,0.04694276748225482,0.023795962591423542,0.12034837726810987,0.036484189535056645,0.02257102105958332,0.017055137103032247,0.0663803699833103,0.050079877427118544,0.036140177377295565,0.0
203,0.04694276748225482,0.023795962591423542,0.12034837726810987,0.036484189535056645,0.0200651562554112,0.017055137103032247,0.0663803699833103,0.050079877427118544,0.036140177377295565,0.0
204,0.0,0.0,0.0,0.0,0.020081751386564657,0.0,0.0,0.030021642043860035,0.0,0.0
205,0.0,0.0,0.0,0.0,0.018103434049024442,0.0,0.0,0.009929159707991752,0.0,0.0
